Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,3,9.8
Nhà mặt tiền,Quận Bình Tân,80,5,3,6.8
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),99.4,2,1,4.7
Nhà mặt tiền,Huyện Nhà Bè,86,4,4,8.3
Nhà hẻm,Quận Gò Vấp,60,4,4,5.98
Nhà hẻm,Quận Tân Phú,56,3,3,5.3
Nhà mặt tiền,Quận 7,74,4,4,8.5
Nhà mặt tiền,Quận Tân Phú,68,2,1,5.9
Nhà mặt tiền,Huyện Nhà Bè,69,5,4,6.2
Nhà hẻm,Quận 12,46,4,3,4.45
Nhà hẻm,Quận Bình Thạnh,50,5,4,9.3
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),67.3,5,4,8.3
Chung cư,Quận Tân Phú,32,2,3,4.65
Nhà mặt tiền,Quận 8,68,2,2,5
Nhà hẻm,Quận 7,40,6,5,8.2
Nhà mặt tiền,Quận 7,64.6,2,2,6.5
Nhà mặt tiền,Quận Gò Vấp,71,4,5,7.35
Nhà hẻm,Quận 6,54,2,2,5
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,3,6.75
Nhà mặt tiền,Huyện Nhà Bè,70,4,4,8.6
Biệt thự,Quận Bình Thạnh,126.6,8,2,7.7
Nhà hẻm,Quận 12,52.7,3,2,3.45
Nhà hẻm,Quận 12,54,4,3,4.55
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),75,2,2,3.7
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),93.7,3,3,7.7
Nhà mặt tiền,Quận Gò Vấp,72,4,3,6.6
Chung cư,Quận 8,29.7,4,2,4.5
Nhà mặt tiền,Quận 12,66,2,2,3.3
Nhà mặt tiền,Quận Tân Phú,73,4,3,8.95
Nhà mặt tiền,Quận Gò Vấp,70,4,3,6.3
Nhà hẻm,Quận Bình Tân,44,2,2,2.35
Nhà mặt tiền,Quận Bình Tân,64,4,5,6.45
Nhà mặt tiền,Quận 12,68,4,3,5.85
Nhà mặt tiền,Quận Phú Nhuận,79,4,2,9.5
Nhà hẻm,Quận Tân Phú,56,3,2,7.6
Nhà hẻm,Quận 7,52,5,3,4.9
Chung cư,Quận 10,30,3,3,5
Nhà hẻm,Quận Tân Phú,60,2,2,2.75
Chung cư,Quận Gò Vấp,39,4,4,6.9
Nhà hẻm,Quận Bình Tân,47,2,2,4.15
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),82,4,3,6.5
Nhà hẻm,Quận Tân Phú,58,2,3,3.7
Nhà mặt tiền,Huyện Nhà Bè,83.6,4,3,8.29
Nhà mặt tiền,Quận 7,68,4,2,5.3
Nhà mặt tiền,Quận 12,72,4,3,4.4
Nhà mặt tiền,Quận Bình Tân,76,6,4,8.6
Nhà hẻm,Quận Bình Tân,44,2,2,2.35
Chung cư,Quận Tân Bình,23,1,2,3.68
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),62,4,3,7.8
Chung cư,Quận 12,37.4,2,2,1.65
Chung cư,Quận Gò Vấp,20,1,1,2.05
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),128,7,1,8.1
Chung cư,Quận 12,28,3,3,1.72
Nhà mặt tiền,Huyện Nhà Bè,64,4,4,7.5
Nhà hẻm,Quận Tân Phú,58,3,2,4.5
Nhà hẻm,Quận 12,51.3,3,3,3.68
Nhà mặt tiền,Quận 7,64.8,3,3,6.2
Nhà hẻm,Quận Tân Bình,59,6,5,9.2
Chung cư,Quận 12,21.7,2,2,1.78
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),86.4,1,1,7.4
Nhà hẻm,Quận Bình Thạnh,60,4,3,9.9
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),65,2,2,3.99
Chung cư,Quận 10,31,4,3,6.8
Nhà mặt tiền,Quận 12,78,2,2,5
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),61,4,4,6.1
Chung cư,Quận 12,35,3,3,2.48
Nhà mặt tiền,Quận 12,67,1,1,3.75
Nhà hẻm,Quận Bình Thạnh,60,4,5,9.1
Nhà mặt tiền,Quận 12,66,2,2,4.15
Nhà hẻm,Quận 12,60,2,2,3.85
Nhà hẻm,Quận Gò Vấp,54,3,4,6.35
Chung cư,Quận 3,14,3,3,4.6
Chung cư,Quận Gò Vấp,32,3,3,5.75
Biệt thự,Huyện Hóc Môn,113,4,2,5.9
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),99.8,4,3,7.8
Nhà hẻm,Quận Tân Bình,63,5,4,8.2
Nhà mặt tiền,Huyện Hóc Môn,74,3,3,4.8
Biệt thự,Huyện Bình Chánh,189,3,2,10
Biệt thự,Quận 8,151,2,2,5.2
Nhà mặt tiền,Quận Phú Nhuận,85.4,6,3,9.4
Chung cư,Quận Gò Vấp,36,4,4,5.85
Nhà hẻm,Huyện Nhà Bè,52,4,4,6.5
Nhà hẻm,Quận Bình Tân,40,2,2,3.6
Nhà hẻm,Quận Gò Vấp,55,4,4,6.3
Nhà hẻm,Quận 12,50.1,4,4,7
Nhà hẻm,Quận 12,51,3,3,5.2
Nhà hẻm,Quận Bình Thạnh,47.1,3,2,5.4
Nhà hẻm,Quận 7,47.95,5,5,7.7
Nhà hẻm,Quận 12,60,1,1,2.85
Nhà hẻm,Quận 12,57,2,2,3.8
Nhà hẻm,Quận 12,56,2,2,4.2
Nhà hẻm,Quận Bình Thạnh,52,3,2,7.9
Biệt thự,Quận 7,102,2,1,6.8
Nhà mặt tiền,Quận 12,64,3,2,3.86
Nhà hẻm,Quận 12,48,2,2,3.3
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),60,2,2,3.6
Chung cư,Quận 6,32,2,2,8.6
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,3,8
Nhà hẻm,Quận Bình Tân,63,3,2,2.9
Nhà mặt tiền,Quận 12,67,4,2,4
Nhà mặt tiền,Quận 12,74,4,3,6.05
Biệt thự,Huyện Bình Chánh,100,4,4,10
Nhà hẻm,Huyện Nhà Bè,60,4,4,6.4
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),83,3,3,4.3
Chung cư,Quận 3,30,1,2,5.6
Nhà mặt tiền,Quận Bình Tân,74,3,3,6.3
Nhà mặt tiền,Quận Gò Vấp,68,3,3,7.6
Chung cư,Quận Bình Tân,35,2,1,2
Nhà mặt tiền,Quận Bình Tân,80,5,5,8.7
Biệt thự,Quận 12,141,4,1,6.3
Chung cư,Quận Bình Thạnh,18.3,1,2,2.89
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),82.7,4,3,8.6
Nhà mặt tiền,Huyện Bình Chánh,75,3,2,2.25
Chung cư,Quận 1,28,2,3,6.5
Nhà hẻm,Quận 12,40,2,2,2.45
Chung cư,Quận 6,30.4,5,3,6.2
Nhà mặt tiền,Quận 7,77,3,3,10
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,2,8.3
Nhà mặt tiền,Quận 7,90,4,4,8.29
Biệt thự,Quận Tân Phú,124.5,4,2,7.5
Biệt thự,Quận 9 (TP. Thủ Đức),108,5,3,9.6
Nhà hẻm,Quận 8,48,4,2,4.8
Nhà mặt tiền,Huyện Nhà Bè,83.6,4,4,8.6
Chung cư,Quận Bình Thạnh,28,4,4,4.25
Nhà mặt tiền,Quận Gò Vấp,66,2,2,6.15
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),71,4,5,6.3
Chung cư,Quận Bình Tân,36,3,3,2.35
Nhà mặt tiền,Quận Tân Phú,70,3,3,7.35
Nhà mặt tiền,Huyện Nhà Bè,80,4,4,6.5
Nhà hẻm,Quận Gò Vấp,48,5,4,5.5
Chung cư,Quận Bình Tân,35,2,2,2
Chung cư,Quận Gò Vấp,36,3,3,5.99
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),50,4,3,3.16
Nhà hẻm,Quận Gò Vấp,56,4,4,8.95
Biệt thự,Quận 7,108,2,1,5.5
Nhà hẻm,Quận 7,50,4,5,6.6
Nhà hẻm,Quận 12,40,2,2,3.68
Chung cư,Quận Bình Thạnh,26.4,2,3,4.3
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),91.3,2,2,9
Nhà hẻm,Huyện Nhà Bè,52.8,3,2,3.79
Nhà mặt tiền,Quận 7,75.5,5,5,8.8
Nhà hẻm,Quận Gò Vấp,60,4,3,7.2
Nhà hẻm,Quận Tân Phú,42.9,2,2,3.65
Nhà mặt tiền,Quận 8,95,4,3,8.25
Nhà mặt tiền,Huyện Nhà Bè,70,3,2,4.45
Nhà hẻm,Quận 8,60.75,2,2,2.55
Chung cư,Quận 10,20.8,2,3,3.3
Biệt thự,Quận Tân Phú,102,4,3,9.3
Nhà hẻm,Quận Gò Vấp,58,4,4,7.49
Nhà mặt tiền,Huyện Bình Chánh,75,2,1,1.41
Nhà hẻm,Quận Bình Thạnh,49,2,2,5
Nhà hẻm,Quận Bình Tân,60,5,5,6.1
Nhà hẻm,Quận Tân Phú,54,2,2,5.65
Chung cư,Quận Gò Vấp,23,2,2,2.3
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),90,4,3,8.5
Chung cư,Quận 11,21,2,2,3.8
Nhà mặt tiền,Quận Bình Tân,80,3,2,4.58
Chung cư,Quận 10,29,5,5,6.2
Nhà mặt tiền,Quận 6,64.4,3,2,8.6
Nhà mặt tiền,Quận 7,64,4,3,7.5
Chung cư,Quận 1,22,2,2,4.5
Chung cư,Quận Bình Thạnh,32,2,2,3.8
Chung cư,Quận 10,32,3,2,5.18
Nhà hẻm,Quận Bình Tân,60,5,5,6
Nhà hẻm,Quận 7,41.2,3,2,6.35
Nhà hẻm,Quận 12,53.4,4,4,4.69
Nhà hẻm,Huyện Nhà Bè,50,4,3,5.5
Chung cư,Quận Tân Phú,37,2,2,3.6
Nhà mặt tiền,Quận 11,83.2,9,5,9.9
Nhà mặt tiền,Quận Gò Vấp,78.2,2,2,5.65
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),63,2,3,6.2
Nhà hẻm,Quận 8,40.4,2,3,6.2
Nhà hẻm,Huyện Hóc Môn,48,2,2,3.95
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),64,4,3,7.6
Biệt thự,Quận 12,110,4,1,5.45
Nhà hẻm,Quận 12,47.6,4,3,4.49
Nhà hẻm,Quận Tân Phú,56,5,4,6.5
Chung cư,Quận Tân Phú,16,2,2,2.4
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),51,4,4,6.7
Nhà mặt tiền,Quận 8,64,4,3,10
Biệt thự,Quận 9 (TP. Thủ Đức),100,4,3,6.5
Chung cư,Quận 1,30,4,4,6.1
Nhà mặt tiền,Quận 12,80,3,3,8.8
Nhà hẻm,Quận Bình Tân,58,5,5,6.8
Nhà hẻm,Quận Gò Vấp,59,5,3,7.3
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),40.2,3,3,4.5
Nhà mặt tiền,Huyện Nhà Bè,76,4,4,7.5
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),83,5,2,6.9
Nhà hẻm,Quận Bình Thạnh,50,5,4,9.3
Nhà hẻm,Huyện Hóc Môn,52,2,2,1.68
Chung cư,Quận 3,29,2,1,3.5
Nhà mặt tiền,Quận Gò Vấp,75,3,2,6.5
Nhà hẻm,Quận Tân Bình,59,5,4,10
Nhà mặt tiền,Quận Gò Vấp,72.5,4,4,7.4
Biệt thự,Quận 7,102.6,2,1,5.6
Nhà hẻm,Quận Gò Vấp,42,3,3,5.6
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),100,7,4,9.5
Nhà hẻm,Quận 11,44,6,5,8
Nhà hẻm,Quận Phú Nhuận,43,3,4,8.6
Nhà mặt tiền,Quận 12,80,4,3,5
Nhà mặt tiền,Quận Tân Phú,81.6,2,2,8.5
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),64,2,2,5.2
Nhà mặt tiền,Quận 7,82.4,4,2,6.35
Nhà mặt tiền,Huyện Nhà Bè,84.5,4,4,9.4
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),93,4,2,3.9
Nhà hẻm,Quận Gò Vấp,57.7,4,3,7.49
Biệt thự,Quận 9 (TP. Thủ Đức),100,2,1,4.6
Nhà mặt tiền,Quận Bình Thạnh,64.6,5,4,7
Nhà mặt tiền,Huyện Nhà Bè,80,4,4,8.3
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),80,3,3,5.3
Nhà hẻm,Quận Bình Thạnh,40,2,2,4.35
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),70,4,4,6.8
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),52,4,1,2.6
Chung cư,Quận Bình Tân,37,5,3,2.78
Nhà hẻm,Quận 7,51,3,2,6.35
Nhà hẻm,Huyện Hóc Môn,48,2,1,2.05
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),85.7,3,1,8.5
Nhà hẻm,Huyện Nhà Bè,55.9,4,4,6.5
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),56,4,4,7.3
Nhà hẻm,Quận 7,56,2,2,5.2
Chung cư,Quận 12,25,2,3,2.65
Nhà hẻm,Quận 12,46,4,3,4.45
Nhà hẻm,Quận Tân Phú,60,4,4,6.3
Chung cư,Quận Tân Phú,24,2,2,3
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),89,4,4,8.6
Nhà mặt tiền,Quận Tân Phú,90,3,1,7.5
Biệt thự,Quận 12,282.7,4,1,9.5
Nhà hẻm,Quận Phú Nhuận,44,4,5,10
Nhà hẻm,Quận 12,49.5,4,3,4.65
Chung cư,Quận Phú Nhuận,22,2,3,3.5
Nhà mặt tiền,Quận Bình Tân,97,4,4,6.7
Nhà hẻm,Quận 12,41.6,2,2,3.38
Nhà hẻm,Quận Bình Tân,40,3,2,2.48
Chung cư,Quận 3,36,5,6,10
Chung cư,Quận Phú Nhuận,37,3,4,6.85
Nhà hẻm,Quận Tân Bình,40,2,2,3.6
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),54.1,4,3,7.2
Nhà hẻm,Quận Bình Tân,54,4,3,8.3
Nhà hẻm,Quận 12,57,3,3,4.5
Chung cư,Quận 12,31,2,2,2.95
Chung cư,Huyện Nhà Bè,32,4,3,3.6
Nhà hẻm,Quận 12,53.4,2,2,3.89
Nhà hẻm,Quận 12,56,4,4,5.85
Nhà hẻm,Quận Bình Tân,40,5,3,2.68
Nhà hẻm,Quận Gò Vấp,46,4,4,7.99
Nhà hẻm,Quận Tân Phú,52,2,2,5.6
Nhà mặt tiền,Quận 12,67,4,3,5.85
Chung cư,Quận 9 (TP. Thủ Đức),36,2,2,2.65
Nhà hẻm,Quận Tân Phú,58,2,2,7.8
Chung cư,Quận Bình Thạnh,25,2,4,2.8
Nhà mặt tiền,Quận 6,71,4,4,6.5
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),60,4,4,7.45
Biệt thự,Huyện Củ Chi,157,2,2,4.2
Nhà hẻm,Quận Bình Tân,56,5,5,5.2
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,3,9
Nhà hẻm,Quận 12,54,6,4,6.1
Chung cư,Quận Gò Vấp,32,2,2,3.38
Chung cư,Quận 12,32,3,3,2.55
Nhà mặt tiền,Huyện Nhà Bè,68,3,3,5.5
Biệt thự,Quận Tân Phú,116,6,2,9
Nhà hẻm,Quận Bình Thạnh,45.9,4,3,8.7
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),66,2,1,3.95
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,3,3,8.49
Nhà mặt tiền,Quận Gò Vấp,78,4,3,8.95
Nhà hẻm,Quận 12,45,4,3,3.65
Nhà hẻm,Quận 7,51.6,2,2,5.2
Nhà hẻm,Quận Bình Thạnh,42.4,3,4,6.25
Chung cư,Quận Tân Phú,26,2,2,3.3
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),52,2,2,4.9
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),50.8,2,1,3.95
Nhà hẻm,Quận 12,55,2,2,3.85
Chung cư,Quận Phú Nhuận,38,5,4,7.8
Nhà hẻm,Huyện Nhà Bè,50,4,4,6.2
Nhà hẻm,Quận Tân Phú,44,2,3,4.65
Nhà mặt tiền,Quận Bình Tân,75,2,2,5.8
Nhà hẻm,Quận Bình Tân,55.5,2,2,4.5
Nhà hẻm,Quận Tân Bình,45,2,2,7.2
Nhà mặt tiền,Quận 12,64,3,3,4.85
Chung cư,Quận 3,35,2,4,7.5
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),57,2,1,2.69
Chung cư,Quận 4,32.1,2,4,3.95
Nhà mặt tiền,Quận Tân Phú,65,3,2,9.3
Nhà hẻm,Quận 1,48,5,4,8.6
Nhà hẻm,Quận 12,48,2,2,3.67
Nhà hẻm,Quận 7,40,4,3,5.9
Biệt thự,Quận 7,132,2,1,7.5
Nhà mặt tiền,Quận 12,75,3,3,5.05
Biệt thự,Huyện Bình Chánh,100,4,3,8.8
Nhà hẻm,Quận 7,50.8,2,2,5.6
Nhà hẻm,Quận Bình Tân,53.9,8,5,7.5
Nhà mặt tiền,Quận Bình Thạnh,69.1,3,3,10
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),68,4,3,7.9
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,3,1,6.5
Nhà mặt tiền,Quận Gò Vấp,65,3,3,6.5
Chung cư,Quận Gò Vấp,24.9,2,2,2.75
Chung cư,Quận Bình Tân,30,3,2,1.88
Nhà mặt tiền,Quận Bình Tân,68,4,3,9.5
Nhà hẻm,Quận 12,56,4,5,5.5
Nhà hẻm,Quận Gò Vấp,53.4,3,1,4.55
Chung cư,Quận 12,30,3,3,1.75
Nhà mặt tiền,Quận Bình Tân,72,4,3,5.99
Nhà hẻm,Quận Bình Tân,50,3,3,4.5
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),53.8,3,4,4.7
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),68,4,3,6.5
Nhà hẻm,Quận Bình Tân,40,2,2,2.35
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),91,5,3,4.8
Nhà mặt tiền,Quận Bình Tân,64,4,3,6.48
Nhà mặt tiền,Huyện Bình Chánh,90,4,3,6.9
Biệt thự,Huyện Hóc Môn,250,4,2,8.2
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,3,8.7
Chung cư,Quận 12,35,2,2,2.78
Nhà mặt tiền,Huyện Nhà Bè,80,4,4,8.3
Nhà hẻm,Quận Bình Thạnh,40,2,2,4.79
Nhà hẻm,Quận 7,60,3,2,4.87
Chung cư,Quận Thủ Đức (TP. Thủ Đức),34.2,2,2,3.8
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),91.3,2,1,9
Nhà hẻm,Huyện Nhà Bè,52.2,4,2,4.19
Nhà hẻm,Quận 8,48.7,3,2,3.89
Nhà hẻm,Quận Tân Bình,59,2,2,6.8
Chung cư,Huyện Nhà Bè,32.7,2,2,8.15
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,3,3,8.2
Nhà mặt tiền,Quận Gò Vấp,75,6,4,7.5
Nhà mặt tiền,Quận 12,70.2,4,4,7.9
Chung cư,Quận Bình Tân,39,2,2,3.95
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,3,2,7.2
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),82.5,3,3,9.3
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),80,4,3,9.1
Biệt thự,Quận Gò Vấp,100,6,2,7.5
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),60,3,2,5.2
Biệt thự,Quận 9 (TP. Thủ Đức),100,4,3,6.5
Biệt thự,Quận 9 (TP. Thủ Đức),108,4,3,9.5
Chung cư,Quận 12,25,2,2,2.58
Nhà hẻm,Quận Bình Tân,54,2,2,2.73
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),120,3,2,7.5
Nhà mặt tiền,Quận Gò Vấp,72,4,4,9.85
Chung cư,Quận 12,22,2,2,2.35
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),60,4,4,8.1
Nhà mặt tiền,Quận Tân Phú,73,4,3,8.8
Nhà hẻm,Huyện Nhà Bè,58.7,4,3,5.49
Nhà hẻm,Quận 11,40.3,2,2,4.35
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),81.9,3,2,7.7
Nhà mặt tiền,Quận Gò Vấp,75,3,2,5.6
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),85,5,1,5
Nhà hẻm,Quận Bình Tân,40,3,3,4.5
Nhà hẻm,Quận 12,45,3,2,2.2
Nhà mặt tiền,Quận Tân Phú,91,2,1,8.3
Nhà hẻm,Quận 11,50,2,2,6.8
Nhà hẻm,Quận 12,58,3,3,3.95
Nhà hẻm,Quận Bình Tân,60,5,5,6.5
Nhà mặt tiền,Quận 12,65,1,1,5.25
Biệt thự,Quận Bình Tân,162,7,4,8.4
Nhà mặt tiền,Quận 6,84,7,2,6.8
Nhà mặt tiền,Quận 12,75,3,3,4.95
Nhà mặt tiền,Quận Gò Vấp,68,4,5,8.1
Nhà mặt tiền,Huyện Bình Chánh,75,4,3,8.95
Nhà hẻm,Quận Gò Vấp,55,6,5,6.35
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),104.3,4,2,9.9
Nhà hẻm,Quận Gò Vấp,49,4,4,5.68
Chung cư,Quận 6,12,2,3,2.38
Nhà hẻm,Quận 12,52.1,3,2,3.45
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),70,1,1,7.5
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),48,4,3,2.6
Nhà hẻm,Quận Bình Tân,57,4,3,4.7
Nhà hẻm,Quận Tân Bình,60,4,4,7.45
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),71,4,3,5.3
Nhà hẻm,Quận 9 (TP. Thủ Đức),52,4,3,5.5
Nhà mặt tiền,Quận Tân Phú,72,2,2,5
Nhà mặt tiền,Quận Gò Vấp,80,5,3,7
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,3,9.5
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),60,4,4,7.55
Biệt thự,Quận Tân Bình,100,6,1,9
Biệt thự,Huyện Bình Chánh,100,4,3,8
Nhà hẻm,Quận Bình Tân,60.8,3,3,5.2
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),45,2,2,2.4
Nhà mặt tiền,Quận Tân Phú,76.4,2,1,7.6
Nhà mặt tiền,Quận Bình Tân,70,3,1,6.2
Nhà hẻm,Quận 7,63.9,2,2,4.99
Nhà mặt tiền,Huyện Nhà Bè,80,4,3,7.5
Nhà mặt tiền,Huyện Bình Chánh,85,3,2,3.7
Chung cư,Quận 10,31,2,3,6.8
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),51,3,2,6
Biệt thự,Quận 9 (TP. Thủ Đức),100,4,3,8.49
Nhà hẻm,Huyện Nhà Bè,49.5,3,2,3.6
Nhà mặt tiền,Huyện Hóc Môn,80,6,3,6
Chung cư,Quận Gò Vấp,30.6,2,2,3.88
Nhà hẻm,Quận Bình Thạnh,57,6,5,9.5
Nhà mặt tiền,Quận Gò Vấp,72,4,4,8.8
Chung cư,Quận 4,18,1,2,1.8
Nhà hẻm,Quận Phú Nhuận,40,3,2,5
Nhà hẻm,Quận 11,48,3,3,7.6
Chung cư,Quận 10,37,3,3,9
Biệt thự,Quận 9 (TP. Thủ Đức),100,4,3,8.9
Nhà mặt tiền,Huyện Nhà Bè,91.2,4,4,9.5
Chung cư,Quận Gò Vấp,37,4,4,4.65
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),56,4,5,8.2
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),88,2,2,8.2
Nhà mặt tiền,Huyện Bình Chánh,74.1,3,2,7.9
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,4,3,7.1
Chung cư,Quận 12,38.8,2,2,3.59
Biệt thự,Quận 9 (TP. Thủ Đức),104,2,2,8.1
Chung cư,Quận 10,26.9,3,4,8.3
Nhà mặt tiền,Quận 12,82.5,5,5,7
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),90,3,3,8.5
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),82.6,4,3,9.3
Nhà mặt tiền,Quận Gò Vấp,67,3,3,7.6
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),82.5,2,2,8
Nhà mặt tiền,Quận Bình Tân,64,3,3,6.3
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),109,3,2,9.3
Nhà hẻm,Quận 7,60.7,4,4,6.5
Nhà hẻm,Quận Gò Vấp,56,4,4,6.5
Nhà mặt tiền,Quận Tân Phú,64,4,3,5.4
Chung cư,Quận 11,32,5,4,5.7
Nhà mặt tiền,Quận 7,70,6,5,8.88
Nhà hẻm,Quận 12,52.5,4,3,5.2
Nhà hẻm,Huyện Nhà Bè,56,4,4,6.6
Nhà hẻm,Quận Bình Thạnh,52,4,2,7.2
Nhà hẻm,Quận 12,50,4,4,4.55
Nhà mặt tiền,Quận Tân Bình,70,2,2,8.3
Nhà hẻm,Huyện Nhà Bè,55.3,4,4,6.5
Nhà mặt tiền,Huyện Nhà Bè,80.3,4,4,6.5
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),168,1,1,9.5
Chung cư,Quận Bình Thạnh,32,2,2,4.45
Nhà hẻm,Quận 7,53.2,2,2,4.8
Biệt thự,Huyện Hóc Môn,150,2,1,7.5
Nhà hẻm,Quận Bình Thạnh,53,4,4,9.4
Nhà hẻm,Quận Gò Vấp,51,4,6,6.5
Nhà hẻm,Quận Bình Tân,40,2,2,4.1
Chung cư,Quận Bình Tân,35,3,3,2.58
Nhà hẻm,Quận Gò Vấp,56,5,4,6.6
Biệt thự,Huyện Nhà Bè,161.8,3,2,6.5
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),80,4,4,8.6
Nhà hẻm,Quận 7,50,2,2,5.6
Nhà hẻm,Quận Tân Bình,43.1,2,2,8.6
Nhà mặt tiền,Quận Tân Phú,65,2,2,5.2
Nhà mặt tiền,Quận 12,67.2,1,1,3.79
Nhà hẻm,Quận Gò Vấp,50,4,3,6.8
Chung cư,Quận Bình Tân,30,3,3,1.88
Nhà mặt tiền,Quận Tân Phú,70,4,2,5.2
Nhà hẻm,Quận Bình Thạnh,63,7,3,7.9
Chung cư,Quận 3,36,5,5,9
Nhà hẻm,Quận Gò Vấp,63.6,3,2,6.9
Nhà hẻm,Quận Gò Vấp,55,4,3,6.1
Nhà hẻm,Quận Bình Tân,50,2,2,3.99
Chung cư,Quận Tân Bình,33,3,5,8.7
Nhà hẻm,Quận Phú Nhuận,40.4,5,6,8.6
Chung cư,Quận 8,31.4,2,3,4.3
Nhà mặt tiền,Quận 12,84,4,4,10
Nhà mặt tiền,Quận 6,72,4,3,9
Nhà mặt tiền,Quận Phú Nhuận,73,4,4,8.9
Nhà hẻm,Quận 9 (TP. Thủ Đức),50,3,3,3.85
Chung cư,Quận Bình Tân,30,3,2,1.88
Biệt thự,Quận 8,151,2,1,5.7
Nhà mặt tiền,Quận 11,70,7,3,8.3
Nhà hẻm,Quận Tân Bình,58.8,5,4,7.45
Chung cư,Quận Phú Nhuận,39,3,4,7.5
Chung cư,Quận 12,35,2,2,1.95
Nhà hẻm,Quận Bình Tân,51,4,4,5.2
